edad,empleo,estado,educacion,impago,hipoteca,prestamo,tipo_contacto,mes,dia_semana,contactos_actual,contactos_anterior,resultado_anterior,tasa_var_empleo_3m,euribor_3m,ipc_1m,target
54,technician,divorced,university.degree,no,unknown,unknown,cellular,dec,mon,1,0,nonexistent,-3.0,0.717,92.713,no
43,admin.,married,high.school,no,no,yes,cellular,dec,mon,2,2,failure,-3.0,0.717,92.713,yes
36,admin.,single,high.school,no,yes,no,telephone,dec,mon,6,0,nonexistent,-3.0,0.717,92.713,no
47,admin.,married,university.degree,no,no,no,telephone,dec,mon,2,0,nonexistent,-3.0,0.717,92.713,no
49,housemaid,single,university.degree,no,yes,no,cellular,dec,mon,2,1,success,-3.0,0.717,92.713,yes
47,admin.,married,university.degree,no,yes,yes,cellular,dec,mon,5,0,nonexistent,-3.0,0.717,92.713,no
48,admin.,married,university.degree,no,yes,no,cellular,dec,mon,4,2,success,-3.0,0.717,92.713,no
50,technician,married,high.school,no,no,no,cellular,dec,mon,3,0,nonexistent,-3.0,0.717,92.713,yes
38,technician,single,university.degree,no,yes,no,cellular,dec,mon,2,0,nonexistent,-3.0,0.717,92.713,yes
73,retired,married,basic.4y,no,no,no,cellular,dec,mon,5,0,nonexistent,-3.0,0.717,92.713,no
38,unemployed,single,high.school,no,yes,no,cellular,dec,mon,3,1,success,-3.0,0.717,92.713,no
54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,7,2,success,-3.0,0.715,92.713,yes
42,services,married,university.degree,no,no,no,cellular,dec,wed,1,1,success,-3.0,0.715,92.713,yes
29,student,single,high.school,no,no,no,cellular,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,no
64,retired,married,basic.4y,no,unknown,unknown,telephone,dec,wed,8,0,nonexistent,-3.0,0.715,92.713,no
56,management,married,professional.course,no,no,no,cellular,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,no
30,student,single,unknown,no,no,no,cellular,dec,wed,1,2,success,-3.0,0.715,92.713,yes
31,self-employed,single,university.degree,no,no,no,cellular,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,yes
32,admin.,married,high.school,no,yes,yes,cellular,dec,wed,2,0,nonexistent,-3.0,0.715,92.713,yes
86,retired,married,professional.course,no,no,no,telephone,dec,wed,2,0,nonexistent,-3.0,0.715,92.713,yes
41,self-employed,married,university.degree,no,unknown,unknown,telephone,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,yes
26,admin.,single,university.degree,no,yes,no,telephone,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,yes
65,management,married,unknown,no,no,no,cellular,dec,wed,2,1,success,-3.0,0.715,92.713,yes
32,student,married,high.school,no,yes,no,telephone,dec,wed,5,0,nonexistent,-3.0,0.715,92.713,no
32,student,married,high.school,no,yes,no,telephone,dec,wed,3,1,failure,-3.0,0.715,92.713,no
70,retired,divorced,basic.9y,no,no,no,telephone,dec,wed,2,0,nonexistent,-3.0,0.715,92.713,no
65,management,married,unknown,no,yes,no,telephone,dec,wed,3,1,failure,-3.0,0.715,92.713,yes
37,management,married,unknown,no,no,no,cellular,dec,wed,3,0,nonexistent,-3.0,0.715,92.713,yes
64,housemaid,married,basic.4y,no,yes,yes,cellular,dec,thu,5,0,nonexistent,-3.0,0.714,92.713,yes
56,retired,married,basic.4y,no,no,no,cellular,dec,thu,1,0,nonexistent,-3.0,0.714,92.713,yes
51,unemployed,divorced,high.school,no,no,no,cellular,dec,thu,2,0,nonexistent,-3.0,0.714,92.713,no
55,admin.,married,professional.course,no,yes,no,cellular,dec,thu,1,2,success,-3.0,0.714,92.713,yes
29,unemployed,married,basic.4y,no,no,no,telephone,dec,thu,1,0,nonexistent,-3.0,0.714,92.713,yes
71,retired,married,unknown,no,yes,yes,cellular,dec,thu,1,1,failure,-3.0,0.714,92.713,no
64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,1,2,success,-3.0,0.714,92.713,yes
64,housemaid,married,basic.4y,no,no,no,telephone,dec,thu,1,0,nonexistent,-3.0,0.714,92.713,no
64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,1,0,nonexistent,-3.0,0.714,92.713,yes
64,housemaid,married,basic.4y,no,no,yes,cellular,dec,thu,1,1,success,-3.0,0.714,92.713,no
56,retired,married,basic.4y,no,no,no,cellular,dec,thu,4,0,nonexistent,-3.0,0.714,92.713,yes
62,housemaid,married,professional.course,no,yes,no,cellular,dec,fri,2,0,nonexistent,-3.0,0.714,92.713,yes
81,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,3,0,nonexistent,-3.0,0.714,92.713,yes
61,admin.,married,university.degree,no,no,no,cellular,dec,mon,1,1,failure,-3.0,0.715,92.713,no
57,admin.,single,high.school,no,no,no,cellular,dec,mon,1,2,success,-3.0,0.715,92.713,no
54,technician,divorced,professional.course,no,yes,no,cellular,dec,mon,1,1,success,-3.0,0.715,92.713,no
18,student,single,basic.9y,no,yes,no,cellular,dec,mon,1,1,failure,-3.0,0.715,92.713,no
48,technician,married,professional.course,no,yes,yes,cellular,dec,mon,3,0,nonexistent,-3.0,0.715,92.713,no
74,retired,divorced,high.school,no,yes,yes,telephone,dec,mon,6,0,nonexistent,-3.0,0.715,92.713,no
18,student,single,basic.9y,no,yes,no,cellular,dec,mon,2,0,nonexistent,-3.0,0.715,92.713,no
63,technician,married,unknown,no,yes,no,cellular,dec,mon,2,1,failure,-3.0,0.715,92.713,yes
85,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,3,1,success,-3.0,0.715,92.713,yes
84,retired,married,high.school,no,no,no,cellular,dec,tue,1,0,nonexistent,-3.0,0.715,92.713,yes
85,retired,divorced,basic.4y,unknown,yes,no,telephone,dec,tue,1,0,nonexistent,-3.0,0.715,92.713,no
59,retired,married,professional.course,no,no,no,telephone,dec,tue,1,1,failure,-3.0,0.715,92.713,yes
46,admin.,single,university.degree,no,yes,yes,cellular,dec,tue,2,0,nonexistent,-3.0,0.715,92.713,yes
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,3,1,success,-3.0,0.715,92.713,yes
43,admin.,married,high.school,no,yes,no,cellular,dec,tue,4,1,success,-3.0,0.715,92.713,no
55,services,married,basic.9y,no,yes,no,cellular,dec,wed,1,1,success,-3.0,0.715,92.713,yes
70,retired,married,basic.4y,no,yes,no,cellular,dec,wed,1,2,failure,-3.0,0.715,92.713,no
56,admin.,divorced,unknown,no,no,no,cellular,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,no
64,retired,married,high.school,no,yes,no,cellular,dec,wed,1,0,nonexistent,-3.0,0.715,92.713,yes
70,retired,married,basic.4y,no,no,no,cellular,dec,wed,2,0,nonexistent,-3.0,0.715,92.713,yes
47,housemaid,married,basic.9y,no,yes,no,cellular,dec,thu,1,1,failure,-3.0,0.712,92.713,no
68,management,married,basic.9y,no,yes,no,cellular,dec,thu,1,2,failure,-3.0,0.712,92.713,no
76,retired,married,university.degree,no,no,no,cellular,dec,thu,1,1,failure,-3.0,0.712,92.713,no
68,technician,married,unknown,no,no,no,cellular,dec,thu,4,0,nonexistent,-3.0,0.712,92.713,no
18,student,single,basic.9y,no,no,no,cellular,dec,thu,2,0,nonexistent,-3.0,0.712,92.713,yes
76,retired,married,university.degree,no,yes,yes,cellular,dec,thu,2,2,success,-3.0,0.712,92.713,yes
19,student,single,high.school,no,yes,no,cellular,dec,thu,2,3,failure,-3.0,0.712,92.713,no
24,student,single,high.school,no,yes,no,cellular,dec,thu,3,0,nonexistent,-3.0,0.712,92.713,yes
76,retired,married,university.degree,no,no,yes,cellular,dec,thu,3,2,success,-3.0,0.712,92.713,yes
76,retired,married,university.degree,no,unknown,unknown,cellular,dec,thu,6,1,failure,-3.0,0.712,92.713,no
38,unemployed,single,high.school,no,yes,no,cellular,dec,fri,4,1,success,-3.0,0.71,92.713,yes
28,admin.,single,university.degree,no,yes,yes,cellular,dec,fri,6,1,failure,-3.0,0.71,92.713,no
21,student,single,university.degree,no,yes,no,cellular,dec,fri,3,1,success,-3.0,0.71,92.713,yes
52,technician,married,high.school,no,no,no,cellular,dec,fri,1,1,failure,-3.0,0.71,92.713,yes
23,blue-collar,single,high.school,no,yes,no,cellular,dec,fri,6,0,nonexistent,-3.0,0.71,92.713,no
30,self-employed,single,university.degree,no,yes,yes,cellular,dec,fri,2,1,success,-3.0,0.71,92.713,no
55,entrepreneur,divorced,basic.9y,no,no,no,cellular,dec,fri,7,0,nonexistent,-3.0,0.71,92.713,yes
36,admin.,married,university.degree,no,yes,no,telephone,dec,fri,4,0,nonexistent,-3.0,0.71,92.713,no
42,admin.,married,university.degree,no,no,no,telephone,dec,fri,5,1,success,-3.0,0.71,92.713,no
29,admin.,married,university.degree,no,yes,no,cellular,dec,mon,2,1,failure,-3.0,0.709,92.713,no
26,student,single,university.degree,no,no,no,telephone,dec,mon,1,0,nonexistent,-3.0,0.709,92.713,no
43,management,married,unknown,no,yes,no,telephone,dec,mon,2,1,success,-3.0,0.709,92.713,yes
29,admin.,married,university.degree,no,no,no,cellular,dec,mon,3,1,failure,-3.0,0.709,92.713,no
29,technician,single,university.degree,no,yes,no,cellular,dec,mon,2,0,nonexistent,-3.0,0.709,92.713,yes
28,unemployed,single,high.school,no,yes,no,cellular,dec,mon,3,3,success,-3.0,0.709,92.713,no
31,admin.,married,professional.course,no,no,yes,cellular,dec,mon,2,1,failure,-3.0,0.709,92.713,yes
51,technician,married,professional.course,no,no,yes,cellular,dec,mon,2,0,nonexistent,-3.0,0.709,92.713,yes
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.708,92.713,yes
27,student,single,high.school,no,yes,no,cellular,dec,tue,1,0,nonexistent,-3.0,0.708,92.713,no
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.708,92.713,yes
50,admin.,married,university.degree,no,yes,no,cellular,dec,tue,3,0,nonexistent,-3.0,0.708,92.713,yes
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,1,success,-3.0,0.708,92.713,yes
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.708,92.713,no
62,retired,married,university.degree,no,yes,no,cellular,dec,wed,1,1,success,-3.0,0.706,92.713,yes
28,student,single,unknown,no,yes,no,cellular,dec,wed,2,0,nonexistent,-3.0,0.706,92.713,no
57,admin.,married,unknown,no,yes,no,cellular,dec,wed,2,0,nonexistent,-3.0,0.706,92.713,yes
41,admin.,married,university.degree,no,yes,no,cellular,dec,thu,2,0,nonexistent,-3.0,0.707,92.713,yes
35,blue-collar,married,basic.9y,no,no,yes,cellular,dec,thu,3,2,failure,-3.0,0.707,92.713,no
41,admin.,married,university.degree,no,no,no,cellular,dec,thu,1,0,nonexistent,-3.0,0.707,92.713,yes
41,admin.,married,university.degree,no,yes,no,cellular,dec,thu,1,0,nonexistent,-3.0,0.707,92.713,yes
76,retired,divorced,professional.course,no,yes,no,cellular,dec,thu,1,0,nonexistent,-3.0,0.707,92.713,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,1,3,success,-3.0,0.707,92.713,no
45,admin.,married,university.degree,no,no,no,cellular,dec,thu,2,1,success,-3.0,0.707,92.713,yes
35,unemployed,married,professional.course,no,yes,yes,cellular,dec,thu,3,1,failure,-3.0,0.707,92.713,no
41,admin.,single,university.degree,no,yes,yes,telephone,dec,thu,1,1,failure,-3.0,0.707,92.713,no
46,technician,married,professional.course,no,yes,no,telephone,dec,mon,1,0,nonexistent,-3.0,0.706,92.713,yes
22,technician,single,professional.course,no,yes,no,cellular,dec,mon,1,0,nonexistent,-3.0,0.706,92.713,yes
63,retired,married,professional.course,no,no,no,cellular,dec,mon,4,0,nonexistent,-3.0,0.706,92.713,no
59,self-employed,married,university.degree,no,no,no,cellular,dec,mon,1,1,failure,-3.0,0.706,92.713,no
53,admin.,married,university.degree,no,yes,yes,cellular,dec,mon,1,0,nonexistent,-3.0,0.706,92.713,no
37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,2,1,success,-3.0,0.706,92.713,yes
35,unemployed,married,professional.course,no,yes,no,cellular,dec,mon,1,1,success,-3.0,0.706,92.713,yes
39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,1,2,success,-3.0,0.706,92.713,yes
53,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,1,2,success,-3.0,0.706,92.713,yes
30,student,single,university.degree,no,yes,no,cellular,dec,mon,1,0,nonexistent,-3.0,0.706,92.713,no
46,unknown,single,unknown,unknown,yes,no,cellular,dec,mon,1,1,success,-3.0,0.706,92.713,no
63,retired,married,professional.course,no,no,no,cellular,dec,mon,1,1,failure,-3.0,0.706,92.713,no
32,self-employed,single,university.degree,no,yes,no,cellular,dec,mon,4,1,failure,-3.0,0.706,92.713,yes
35,management,divorced,university.degree,no,no,no,cellular,dec,mon,2,1,failure,-3.0,0.706,92.713,yes
40,self-employed,married,university.degree,no,no,yes,cellular,dec,mon,1,0,nonexistent,-3.0,0.706,92.713,yes
34,admin.,married,university.degree,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.707,92.713,no
29,management,married,university.degree,no,yes,no,telephone,dec,tue,4,0,nonexistent,-3.0,0.707,92.713,no
73,retired,divorced,high.school,no,yes,no,cellular,dec,tue,1,0,nonexistent,-3.0,0.707,92.713,yes
43,blue-collar,married,basic.9y,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.707,92.713,yes
26,technician,single,university.degree,no,yes,no,cellular,dec,tue,1,1,success,-3.0,0.707,92.713,yes
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,2,success,-3.0,0.707,92.713,yes
32,admin.,single,university.degree,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.707,92.713,yes
34,admin.,married,university.degree,no,no,yes,cellular,dec,tue,2,2,success,-3.0,0.707,92.713,yes
32,admin.,single,university.degree,no,yes,no,cellular,dec,tue,2,0,nonexistent,-3.0,0.707,92.713,no
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,1,1,failure,-3.0,0.707,92.713,no
35,admin.,married,university.degree,no,no,no,cellular,dec,tue,1,0,nonexistent,-3.0,0.707,92.713,no
73,retired,divorced,high.school,no,no,yes,cellular,dec,tue,3,2,success,-3.0,0.707,92.713,yes
51,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,3,0,nonexistent,-3.0,0.7,92.713,yes
31,student,married,high.school,no,yes,no,cellular,dec,wed,3,0,nonexistent,-3.0,0.7,92.713,no
39,admin.,married,high.school,no,yes,no,cellular,dec,wed,3,1,failure,-3.0,0.7,92.713,no
59,management,married,university.degree,no,no,no,cellular,dec,thu,4,1,failure,-3.0,0.7,92.713,no
59,management,married,university.degree,no,yes,no,cellular,dec,thu,3,1,success,-3.0,0.7,92.713,no
39,admin.,single,university.degree,no,yes,no,telephone,mar,mon,1,1,failure,-1.8,0.655,93.369,yes
60,technician,married,university.degree,no,yes,no,telephone,mar,mon,1,0,nonexistent,-1.8,0.655,93.369,no
30,blue-collar,married,high.school,no,yes,no,telephone,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,yes
78,retired,divorced,professional.course,no,yes,no,cellular,mar,tue,1,1,failure,-1.8,0.655,93.369,yes
66,retired,married,basic.4y,no,yes,no,cellular,mar,tue,1,1,success,-1.8,0.655,93.369,yes
66,retired,married,professional.course,no,no,yes,cellular,mar,tue,1,2,failure,-1.8,0.655,93.369,yes
31,admin.,divorced,professional.course,no,yes,no,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,no
30,blue-collar,married,high.school,no,no,no,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,yes
30,technician,married,professional.course,no,yes,no,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,yes
30,technician,married,professional.course,no,yes,yes,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,no
27,technician,married,professional.course,no,no,yes,telephone,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,no
30,technician,married,professional.course,no,yes,no,cellular,mar,tue,1,1,failure,-1.8,0.655,93.369,no
31,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,yes
66,retired,married,professional.course,no,no,no,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,no
66,retired,married,professional.course,no,no,no,cellular,mar,tue,1,1,failure,-1.8,0.655,93.369,yes
53,technician,married,high.school,no,yes,no,cellular,mar,tue,2,0,nonexistent,-1.8,0.655,93.369,yes
27,unknown,single,university.degree,no,no,no,cellular,mar,tue,1,0,nonexistent,-1.8,0.655,93.369,no
19,student,single,basic.6y,no,yes,no,cellular,mar,tue,1,2,success,-1.8,0.655,93.369,yes
31,admin.,divorced,professional.course,no,yes,no,cellular,mar,tue,2,1,failure,-1.8,0.655,93.369,yes
25,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,4,0,nonexistent,-1.8,0.655,93.369,yes
35,services,single,high.school,no,yes,no,telephone,mar,tue,3,0,nonexistent,-1.8,0.655,93.369,yes
30,technician,married,professional.course,no,yes,no,cellular,mar,tue,2,2,success,-1.8,0.655,93.369,yes
33,admin.,married,university.degree,no,yes,no,cellular,mar,wed,3,1,success,-1.8,0.655,93.369,yes
21,student,single,basic.9y,no,no,no,cellular,mar,wed,1,1,success,-1.8,0.655,93.369,yes
38,blue-collar,single,high.school,no,no,no,cellular,mar,wed,1,1,failure,-1.8,0.655,93.369,yes
38,blue-collar,single,high.school,no,yes,no,telephone,mar,wed,1,0,nonexistent,-1.8,0.655,93.369,yes
24,admin.,single,university.degree,no,yes,no,cellular,mar,wed,2,1,failure,-1.8,0.655,93.369,yes
38,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,1,2,failure,-1.8,0.655,93.369,yes
51,management,married,university.degree,no,no,no,telephone,mar,wed,1,0,nonexistent,-1.8,0.655,93.369,no
37,admin.,single,high.school,no,no,no,cellular,mar,wed,2,2,success,-1.8,0.655,93.369,yes
21,student,single,basic.9y,no,yes,no,cellular,mar,wed,2,1,failure,-1.8,0.655,93.369,yes
36,admin.,married,high.school,no,yes,no,cellular,mar,wed,6,0,nonexistent,-1.8,0.655,93.369,no
54,technician,single,university.degree,no,yes,no,telephone,mar,wed,3,0,nonexistent,-1.8,0.655,93.369,no
36,management,single,university.degree,no,no,no,telephone,mar,wed,1,0,nonexistent,-1.8,0.655,93.369,yes
34,technician,single,university.degree,no,yes,yes,cellular,mar,thu,3,2,success,-1.8,0.654,93.369,yes
37,admin.,single,university.degree,no,yes,no,cellular,mar,thu,2,1,failure,-1.8,0.654,93.369,no
34,technician,single,university.degree,no,yes,no,cellular,mar,thu,2,0,nonexistent,-1.8,0.654,93.369,yes
52,services,married,high.school,unknown,yes,no,cellular,mar,thu,2,3,failure,-1.8,0.654,93.369,yes
34,admin.,married,professional.course,no,no,yes,telephone,mar,thu,2,1,failure,-1.8,0.654,93.369,no
34,technician,single,university.degree,no,no,no,cellular,mar,thu,1,2,failure,-1.8,0.654,93.369,yes
36,management,married,university.degree,no,no,no,cellular,mar,thu,1,2,failure,-1.8,0.654,93.369,yes
53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,1,0,nonexistent,-1.8,0.654,93.369,yes
53,admin.,divorced,university.degree,no,yes,yes,cellular,mar,thu,1,1,failure,-1.8,0.654,93.369,no
25,blue-collar,single,basic.9y,no,no,no,cellular,mar,thu,2,0,nonexistent,-1.8,0.654,93.369,no
55,admin.,married,university.degree,no,yes,no,telephone,mar,thu,7,0,nonexistent,-1.8,0.654,93.369,no
25,blue-collar,single,basic.9y,no,no,no,cellular,mar,thu,2,2,success,-1.8,0.654,93.369,yes
66,retired,divorced,basic.4y,no,yes,no,cellular,mar,thu,4,2,failure,-1.8,0.654,93.369,no
53,admin.,divorced,university.degree,no,yes,no,telephone,mar,thu,1,2,failure,-1.8,0.654,93.369,no
34,admin.,married,professional.course,no,yes,no,cellular,mar,thu,3,1,failure,-1.8,0.654,93.369,yes
25,student,single,university.degree,no,yes,no,telephone,mar,fri,3,1,failure,-1.8,0.653,93.369,no
64,retired,married,university.degree,no,no,no,cellular,mar,fri,1,2,success,-1.8,0.653,93.369,no
34,blue-collar,married,high.school,no,yes,no,cellular,mar,fri,1,0,nonexistent,-1.8,0.653,93.369,yes
41,admin.,divorced,university.degree,no,yes,yes,cellular,mar,fri,1,0,nonexistent,-1.8,0.653,93.369,yes
28,unemployed,married,high.school,no,no,no,telephone,mar,fri,4,1,success,-1.8,0.653,93.369,yes
72,retired,married,professional.course,no,no,no,cellular,mar,fri,1,1,success,-1.8,0.653,93.369,yes
33,entrepreneur,single,professional.course,no,yes,no,cellular,mar,fri,1,0,nonexistent,-1.8,0.653,93.369,yes
85,retired,single,professional.course,no,no,no,cellular,mar,fri,7,2,success,-1.8,0.653,93.369,no
38,technician,single,high.school,no,no,no,cellular,mar,fri,3,3,failure,-1.8,0.653,93.369,no
31,technician,single,professional.course,no,no,no,cellular,mar,fri,2,0,nonexistent,-1.8,0.653,93.369,no
34,technician,divorced,professional.course,no,no,no,telephone,mar,fri,1,1,failure,-1.8,0.653,93.369,yes
74,retired,married,unknown,no,no,yes,cellular,mar,fri,2,0,nonexistent,-1.8,0.653,93.369,yes
27,student,single,high.school,no,no,no,cellular,mar,fri,1,0,nonexistent,-1.8,0.653,93.369,yes
22,student,single,basic.9y,no,no,no,cellular,mar,fri,1,1,failure,-1.8,0.653,93.369,no
50,technician,married,university.degree,no,yes,no,cellular,mar,fri,1,0,nonexistent,-1.8,0.653,93.369,yes
41,admin.,divorced,university.degree,no,no,no,cellular,mar,fri,1,0,nonexistent,-1.8,0.653,93.369,yes
38,technician,single,high.school,no,yes,no,cellular,mar,fri,2,0,nonexistent,-1.8,0.653,93.369,yes
41,admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,2,3,success,-1.8,0.653,93.369,yes
41,admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,2,0,nonexistent,-1.8,0.653,93.369,yes
43,self-employed,married,university.degree,no,yes,no,cellular,mar,mon,2,1,success,-1.8,0.652,93.369,yes
59,management,married,basic.4y,no,yes,no,cellular,mar,mon,2,0,nonexistent,-1.8,0.652,93.369,no
35,technician,single,professional.course,no,no,no,cellular,mar,mon,2,0,nonexistent,-1.8,0.652,93.369,no
29,admin.,single,high.school,no,no,no,cellular,mar,mon,4,0,nonexistent,-1.8,0.652,93.369,no
27,services,single,university.degree,no,yes,no,cellular,mar,mon,3,0,nonexistent,-1.8,0.652,93.369,no
29,management,single,university.degree,no,yes,no,cellular,mar,mon,2,1,failure,-1.8,0.652,93.369,no
73,retired,married,unknown,no,yes,no,telephone,mar,mon,1,0,nonexistent,-1.8,0.652,93.369,yes
29,admin.,single,unknown,no,yes,no,cellular,mar,mon,1,0,nonexistent,-1.8,0.652,93.369,yes
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,mar,mon,4,1,failure,-1.8,0.652,93.369,yes
49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,3,2,success,-1.8,0.652,93.369,no
27,services,single,university.degree,no,yes,no,cellular,mar,mon,1,1,success,-1.8,0.652,93.369,yes
49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,1,2,success,-1.8,0.652,93.369,yes
59,blue-collar,married,basic.4y,no,yes,no,cellular,mar,mon,2,0,nonexistent,-1.8,0.652,93.369,yes
33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,2,0,nonexistent,-1.8,0.652,93.369,yes
36,admin.,single,university.degree,no,no,no,cellular,mar,mon,1,0,nonexistent,-1.8,0.652,93.369,yes
49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,1,1,success,-1.8,0.652,93.369,yes
27,services,single,university.degree,no,no,no,cellular,mar,mon,6,1,failure,-1.8,0.652,93.369,no
64,retired,married,university.degree,no,no,no,cellular,mar,tue,2,1,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,no,no,telephone,mar,tue,1,1,success,-1.8,0.652,93.369,yes
42,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,tue,1,3,failure,-1.8,0.652,93.369,yes
34,admin.,single,high.school,no,no,no,cellular,mar,tue,1,2,success,-1.8,0.652,93.369,yes
29,blue-collar,single,professional.course,no,yes,yes,cellular,mar,tue,1,0,nonexistent,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,1,3,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,no,no,cellular,mar,tue,1,1,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,1,2,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,1,0,nonexistent,-1.8,0.652,93.369,yes
55,unemployed,divorced,university.degree,no,no,no,cellular,mar,tue,3,3,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,1,1,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,2,1,success,-1.8,0.652,93.369,yes
64,retired,married,university.degree,no,no,no,cellular,mar,tue,2,1,success,-1.8,0.652,93.369,yes
26,admin.,single,high.school,no,no,no,cellular,mar,tue,2,1,success,-1.8,0.652,93.369,yes
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,2,0,nonexistent,-1.8,0.652,93.369,no
34,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,1,0,nonexistent,-1.8,0.652,93.369,yes
38,blue-collar,single,high.school,no,no,no,telephone,mar,tue,3,2,success,-1.8,0.652,93.369,yes
29,blue-collar,single,professional.course,no,no,yes,cellular,mar,tue,2,1,failure,-1.8,0.652,93.369,yes
25,unemployed,married,high.school,no,yes,no,cellular,mar,wed,2,1,success,-1.8,0.651,93.369,yes
43,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,1,0,nonexistent,-1.8,0.651,93.369,yes
35,technician,married,university.degree,no,yes,yes,cellular,mar,wed,1,1,failure,-1.8,0.651,93.369,no
28,self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,1,1,failure,-1.8,0.651,93.369,no
28,self-employed,single,university.degree,no,yes,no,telephone,mar,wed,1,1,failure,-1.8,0.651,93.369,no
31,technician,married,university.degree,no,no,no,cellular,mar,wed,4,0,nonexistent,-1.8,0.651,93.369,no
55,admin.,married,high.school,no,yes,no,cellular,mar,wed,2,1,failure,-1.8,0.651,93.369,yes
28,admin.,single,university.degree,no,yes,no,cellular,mar,thu,4,2,failure,-1.8,0.65,93.369,yes
33,admin.,married,university.degree,no,no,yes,telephone,mar,thu,2,1,failure,-1.8,0.65,93.369,no
27,technician,single,university.degree,no,yes,no,cellular,mar,thu,4,1,failure,-1.8,0.65,93.369,no
39,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,1,1,success,-1.8,0.65,93.369,no
46,admin.,married,university.degree,no,no,no,telephone,mar,thu,1,1,success,-1.8,0.65,93.369,no
46,admin.,married,university.degree,no,yes,no,cellular,mar,thu,1,0,nonexistent,-1.8,0.65,93.369,yes
38,services,married,high.school,no,yes,no,cellular,mar,thu,1,0,nonexistent,-1.8,0.65,93.369,yes
53,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,1,1,failure,-1.8,0.65,93.369,no
35,technician,married,professional.course,no,no,no,telephone,mar,thu,2,1,success,-1.8,0.65,93.369,no
33,admin.,married,university.degree,no,yes,no,cellular,mar,thu,1,1,success,-1.8,0.65,93.369,no
31,admin.,single,university.degree,no,no,no,cellular,mar,thu,2,0,nonexistent,-1.8,0.65,93.369,no
31,self-employed,married,professional.course,no,yes,no,cellular,mar,thu,4,3,failure,-1.8,0.65,93.369,yes
